node_id,cluster_id,battery_level,signal_strength,temperature,humidity,data_redundancy_flag,is_fault_predicted,actual_fault_occurred,fault_type,data_packet_size,latency_ms,energy_consumed_mJ,optimized_path_flag,load_on_node,recovery_time_ms,pdr,transmission_success
38,4,13.39,-74.3,31.69,30.37,1,0,0,none,411,220.03,1.842,1,0.7,0.0,0.879,0
9,3,58.11,-52.74,26.7,71.15,0,0,0,none,502,33.39,1.715,1,0.9,0.0,0.962,1
25,2,35.3,-53.24,17.07,60.62,1,0,0,none,335,236.04,1.774,1,0.64,0.0,0.859,1
32,3,13.52,-55.3,12.02,84.84,1,0,0,none,331,64.03,1.412,1,0.69,0.0,0.978,0
50,5,77.56,-65.8,34.13,42.79,1,0,0,none,157,49.27,0.345,1,0.9,0.0,0.995,0
37,5,78.04,-55.19,14.8,53.85,0,0,0,none,186,40.51,1.643,1,0.78,0.0,0.943,1
41,3,86.49,-49.17,43.67,40.93,0,0,0,none,276,213.98,1.755,0,0.79,0.0,0.912,1
43,2,56.59,-59.55,39.97,87.53,0,0,1,link_loss,291,192.17,1.017,0,0.79,386.25,0.862,0
1,5,16.51,-38.32,20.27,61.51,1,0,0,none,153,271.32,0.603,1,0.19,0.0,0.807,0
40,4,81.62,-76.18,10.26,53.57,0,0,0,none,379,98.25,1.206,0,0.23,0.0,0.939,0
13,3,59.87,-34.84,10.21,72.38,1,0,0,none,138,218.11,0.979,1,0.26,0.0,0.992,1
2,5,92.32,-85.39,36.61,25.51,0,0,0,none,183,297.13,0.817,0,0.14,0.0,0.803,1
36,1,50.12,-42.93,45.57,56.36,0,0,1,sensor_fail,133,176.65,0.128,0,0.62,471.31,0.973,1
50,3,19.27,-49.67,30.16,69.61,0,0,0,none,265,115.49,1.626,1,0.57,0.0,0.891,0
25,4,11.17,-33.87,29.57,43.94,1,0,0,none,466,93.81,1.914,1,0.94,0.0,0.841,0
6,1,31.02,-81.56,11.51,28.61,1,0,0,none,420,297.4,0.57,1,0.86,0.0,0.848,1
18,1,51.36,-74.62,33.47,63.71,0,0,0,none,81,126.72,0.883,1,0.51,0.0,0.971,1
44,1,45.31,-71.63,15.02,76.95,0,0,0,none,450,189.6,1.415,0,0.88,0.0,0.914,1
35,3,51.82,-42.55,34.58,78.25,0,0,0,none,361,215.44,1.601,0,0.55,0.0,0.884,1
13,1,89.37,-71.34,21.6,21.02,0,0,0,none,427,74.24,0.757,0,0.11,0.0,0.968,0
41,3,64.98,-39.01,10.62,50.5,0,0,0,none,89,148.02,1.144,1,0.19,0.0,0.965,1
43,2,38.49,-71.99,16.02,55.25,1,0,0,none,347,271.02,1.967,0,0.47,0.0,0.882,1
19,5,53.08,-96.87,22.38,40.46,1,0,0,none,247,135.62,1.121,0,0.1,0.0,0.849,0
23,5,20.24,-71.23,35.91,69.85,0,0,1,link_loss,192,49.62,1.294,0,0.19,377.68,0.865,1
15,1,20.97,-64.32,33.41,45.15,0,0,0,none,168,78.67,0.376,1,0.97,0.0,0.998,1
19,5,41.12,-88.0,13.16,68.53,1,1,1,link_loss,411,299.93,0.564,1,0.63,167.56,0.996,1
44,5,12.35,-51.82,34.17,85.51,0,0,0,none,322,273.64,1.081,0,0.93,0.0,0.951,0
15,5,28.99,-51.82,18.79,50.71,1,0,0,none,501,204.73,0.36,1,0.92,0.0,0.922,1
2,2,66.47,-81.83,21.7,69.37,1,0,0,none,336,278.32,1.18,0,0.78,0.0,0.851,1
27,2,85.55,-68.63,35.47,35.49,0,0,0,none,94,96.16,1.474,0,0.32,0.0,0.867,1
41,4,77.06,-85.05,10.43,74.36,1,0,0,none,306,88.78,0.308,1,0.19,0.0,0.854,1
10,3,97.57,-31.42,20.73,22.87,1,0,0,none,366,95.99,0.996,1,0.5,0.0,0.823,1
12,5,79.64,-74.91,17.33,64.99,0,1,0,none,67,285.62,0.423,1,0.11,0.0,0.896,1
17,4,61.36,-69.51,26.59,71.29,0,1,0,none,417,224.52,1.112,1,0.96,0.0,0.872,1
50,4,90.37,-68.64,31.22,49.1,1,0,0,none,140,144.13,1.213,1,0.58,0.0,0.981,0
1,4,83.46,-30.82,25.55,23.32,1,0,0,none,291,227.85,1.564,0,0.37,0.0,0.995,1
22,4,35.24,-48.82,19.69,32.02,0,0,0,none,202,295.79,0.155,0,0.2,0.0,0.852,1
36,3,56.82,-60.3,32.45,53.27,1,0,0,none,316,289.87,1.124,0,0.21,0.0,0.941,1
6,1,73.78,-91.99,22.22,74.69,0,0,0,none,195,48.88,1.892,1,0.26,0.0,0.942,0
43,3,96.65,-91.13,26.83,53.67,0,0,0,none,466,50.29,1.975,1,0.69,0.0,0.84,0
6,1,31.24,-48.86,11.61,26.63,0,0,0,none,436,115.32,1.983,1,0.28,0.0,0.867,1
31,4,22.17,-51.34,14.81,36.15,0,0,0,none,479,181.62,0.225,0,0.47,0.0,0.987,1
37,2,32.96,-91.11,12.34,41.38,0,0,0,none,228,271.47,1.49,0,0.2,0.0,0.938,1
21,2,93.59,-43.7,16.52,37.44,0,0,0,none,122,55.22,1.22,1,0.28,0.0,0.89,1
29,5,73.25,-44.51,35.16,30.69,1,0,0,none,460,146.91,1.4,0,0.7,0.0,0.808,1
23,4,82.27,-49.87,18.17,37.3,1,0,0,none,198,191.84,1.608,0,0.27,0.0,0.952,0
44,3,11.26,-54.0,24.6,62.8,0,0,0,none,92,184.9,1.089,1,0.56,0.0,0.884,0
33,2,40.2,-31.68,44.94,43.06,0,1,0,none,313,208.24,1.805,0,0.49,0.0,0.957,0
37,5,85.27,-41.89,48.25,68.88,0,0,0,none,253,218.43,0.508,0,0.28,0.0,0.836,1
31,3,55.77,-66.63,20.83,22.04,0,0,0,none,374,42.03,0.427,0,0.19,0.0,0.837,1
9,5,15.85,-42.23,15.04,83.22,1,0,0,none,132,244.86,0.92,1,0.52,0.0,0.988,0
50,5,80.66,-42.49,32.18,32.59,0,1,0,none,110,224.74,1.757,0,0.49,0.0,0.992,1
10,1,27.76,-77.79,21.28,57.16,0,0,0,none,463,85.35,0.961,1,0.79,0.0,0.889,1
14,3,24.07,-69.41,25.88,72.05,0,0,0,none,346,160.06,0.405,0,0.39,0.0,0.917,0
49,4,70.37,-50.78,21.66,52.93,1,0,1,link_loss,291,69.17,0.223,1,0.42,173.96,0.961,0
42,5,86.17,-75.05,43.3,79.55,0,0,0,none,250,145.58,1.963,0,0.51,0.0,0.827,0
8,3,78.46,-89.51,32.87,37.75,0,0,0,none,231,52.73,1.973,0,0.22,0.0,0.84,0
8,1,87.62,-32.7,19.87,51.51,0,0,0,none,381,229.25,0.201,1,0.33,0.0,0.918,1
14,1,80.71,-52.85,14.6,68.64,0,1,0,none,248,75.39,1.702,0,0.77,0.0,0.937,1
14,3,95.8,-92.92,22.35,62.79,1,0,0,none,335,144.21,0.425,1,0.73,0.0,0.817,0
39,5,10.27,-82.64,47.11,85.25,1,0,0,none,441,70.74,1.64,0,0.52,0.0,0.988,0
34,4,48.39,-90.25,10.89,80.84,0,0,1,sensor_fail,284,213.44,1.595,0,0.42,485.69,0.985,1
11,2,14.36,-89.6,26.56,53.84,0,0,0,none,395,138.83,0.398,0,0.58,0.0,0.805,0
4,5,71.2,-55.54,46.38,21.26,0,0,0,none,494,69.46,0.642,1,0.76,0.0,0.932,1
38,3,63.53,-76.53,42.63,76.18,1,0,1,battery_low,426,201.5,0.885,0,0.71,80.19,0.919,0
29,1,25.35,-37.18,36.25,81.73,0,0,1,battery_low,196,145.49,0.621,0,0.45,179.09,0.854,1
21,3,39.59,-53.85,21.76,35.11,0,0,0,none,112,245.3,0.362,1,0.82,0.0,0.908,1
28,3,76.31,-57.9,36.22,20.61,1,0,0,none,128,203.51,0.895,1,0.88,0.0,0.831,1
22,3,32.49,-55.18,45.1,49.27,1,1,0,none,509,130.46,1.964,1,0.56,0.0,0.929,0
43,4,55.23,-40.61,10.82,62.31,0,1,0,none,338,150.83,0.556,1,0.59,0.0,0.996,1
3,3,51.13,-57.54,34.17,77.9,0,0,0,none,504,158.99,0.681,1,0.63,0.0,0.882,1
44,3,96.47,-65.03,14.48,50.85,0,1,0,none,329,266.52,0.924,0,0.13,0.0,0.9,1
10,3,73.63,-87.58,20.09,76.75,1,0,0,none,385,29.59,0.424,0,0.63,0.0,0.83,0
23,4,99.9,-30.89,45.27,47.63,0,0,0,none,438,82.43,0.457,0,0.69,0.0,0.853,0
10,1,43.86,-95.58,46.54,49.1,0,0,0,none,165,86.43,0.599,1,0.77,0.0,0.901,0
40,5,82.54,-79.74,36.57,49.86,1,1,0,none,228,272.19,1.665,1,0.73,0.0,0.945,1
44,4,66.11,-53.4,18.55,66.01,0,0,0,none,511,293.68,0.635,0,0.5,0.0,0.824,1
47,4,24.43,-80.25,19.33,71.39,0,0,0,none,388,54.6,0.292,1,0.28,0.0,0.85,0
27,2,29.2,-73.05,39.58,49.23,1,0,0,none,222,271.62,0.412,1,0.81,0.0,0.825,1
17,5,86.18,-65.67,11.48,57.47,1,0,0,none,237,236.4,0.744,0,0.87,0.0,0.862,1
19,5,20.53,-87.06,14.54,43.91,1,0,0,none,319,142.44,0.867,0,0.56,0.0,0.825,0
19,4,33.24,-66.34,49.68,68.07,1,0,0,none,359,63.5,1.367,1,0.18,0.0,0.807,1
33,4,17.78,-46.84,22.56,52.17,0,0,0,none,279,40.26,1.769,0,0.69,0.0,0.866,0
33,5,40.87,-71.25,38.82,55.81,1,0,0,none,436,243.52,1.588,0,0.37,0.0,0.912,0
2,4,75.92,-34.68,36.29,50.73,0,1,0,none,246,60.37,1.849,0,1.0,0.0,0.884,1
46,1,50.88,-83.29,43.42,74.87,1,0,0,none,391,178.36,1.333,0,0.93,0.0,0.827,1
5,3,60.42,-89.23,41.74,84.05,0,1,1,battery_low,352,275.96,1.138,0,0.11,77.41,0.886,0
4,2,25.72,-40.58,21.93,61.9,0,0,1,battery_low,374,111.02,0.4,0,0.12,213.6,0.906,1
29,4,59.84,-30.95,39.29,74.39,1,0,0,none,158,60.35,1.952,1,0.76,0.0,0.822,1
37,1,84.52,-88.97,33.77,61.55,0,0,1,battery_low,419,223.59,0.304,0,0.23,408.63,0.813,0
33,2,78.02,-32.49,14.58,42.01,1,0,0,none,196,280.63,0.567,1,0.35,0.0,0.965,0
7,5,88.76,-98.14,32.48,35.0,0,0,0,none,442,146.15,0.122,1,0.7,0.0,0.918,0
38,3,59.45,-52.51,34.31,47.58,0,0,0,none,315,221.72,1.323,0,0.78,0.0,0.93,1
11,4,72.69,-73.68,47.7,77.26,0,0,0,none,195,153.44,0.663,1,0.25,0.0,0.996,0
32,5,13.71,-82.44,37.59,79.65,0,0,0,none,378,53.14,1.545,1,0.51,0.0,0.932,1
46,3,79.34,-56.82,33.95,40.48,0,0,0,none,131,105.56,1.084,0,0.61,0.0,0.823,1
7,2,35.34,-82.9,32.41,21.52,0,0,0,none,213,226.0,0.502,0,0.38,0.0,0.995,1
44,1,12.7,-72.19,32.85,86.72,0,1,0,none,305,255.13,1.995,0,0.42,0.0,0.988,0
46,3,93.02,-40.31,41.0,47.49,0,0,0,none,204,280.5,0.793,1,0.34,0.0,0.903,0
24,2,80.58,-46.57,38.9,34.32,0,0,0,none,256,143.51,1.494,1,0.87,0.0,0.96,0
24,4,16.39,-65.85,38.09,55.93,1,0,0,none,470,165.51,1.566,1,0.24,0.0,0.825,0
16,2,93.75,-44.02,27.31,54.52,0,0,0,none,494,149.09,0.719,0,0.64,0.0,0.997,1
44,2,45.8,-70.03,45.21,87.26,1,0,0,none,409,218.75,1.906,0,0.77,0.0,0.904,1
46,4,59.7,-53.73,22.92,53.69,0,0,0,none,132,28.78,0.424,1,0.48,0.0,0.902,0
2,2,80.61,-87.03,35.37,77.28,0,0,0,none,110,189.39,1.353,0,0.92,0.0,0.928,0
40,1,96.4,-42.57,44.16,32.05,0,0,0,none,452,28.48,1.564,1,0.64,0.0,0.909,1
48,5,10.52,-69.95,26.32,27.98,0,0,0,none,178,83.53,0.691,1,0.85,0.0,0.894,0
10,4,53.29,-85.58,43.14,57.64,0,0,0,none,206,144.02,1.239,0,0.94,0.0,0.815,0
22,3,43.78,-83.09,32.19,75.73,0,0,0,none,87,146.4,0.569,1,0.67,0.0,0.907,1
13,4,90.95,-35.08,26.1,82.32,0,0,0,none,66,232.09,0.525,0,0.82,0.0,0.831,1
32,4,21.38,-70.99,10.59,78.87,0,0,0,none,222,156.98,0.956,0,0.38,0.0,0.808,1
31,4,29.47,-43.5,40.3,44.99,1,0,0,none,284,161.94,1.406,1,0.83,0.0,0.809,1
5,5,23.14,-79.76,22.39,56.53,0,0,0,none,168,293.42,1.325,0,1.0,0.0,0.979,1
37,1,94.13,-41.14,35.75,62.65,0,0,0,none,460,173.68,1.123,1,0.95,0.0,0.98,1
38,3,94.91,-93.11,20.6,54.65,1,0,0,none,159,234.37,1.038,1,0.46,0.0,0.854,0
32,3,59.95,-36.71,34.09,54.51,1,1,0,none,371,78.71,1.781,1,0.49,0.0,0.836,1
6,3,28.72,-76.36,42.39,68.7,1,0,0,none,248,123.34,1.472,0,0.63,0.0,0.939,1
29,3,85.91,-46.68,12.33,89.89,1,1,0,none,207,133.86,1.166,0,0.84,0.0,0.859,1
9,4,62.73,-87.43,39.4,33.2,0,0,0,none,87,99.76,1.06,1,0.83,0.0,0.958,0
48,2,14.51,-38.85,13.02,37.27,0,0,1,link_loss,112,69.91,1.974,1,0.65,71.17,0.976,1
45,2,40.52,-95.06,33.2,70.38,0,0,0,none,189,22.59,0.975,0,0.12,0.0,0.937,0
28,1,38.09,-99.12,13.84,40.8,0,0,0,none,373,207.87,1.532,0,0.52,0.0,0.814,0
16,5,10.73,-85.09,34.64,46.27,1,0,1,battery_low,219,176.44,0.213,0,0.93,209.41,0.932,1
48,5,61.85,-51.25,16.59,30.41,0,0,0,none,495,126.37,1.004,0,0.97,0.0,0.943,1
36,3,41.95,-94.92,36.93,77.76,0,1,0,none,468,145.5,0.949,0,0.33,0.0,0.943,0
5,5,85.18,-77.82,39.0,28.47,0,0,0,none,452,294.08,1.772,0,0.2,0.0,0.822,1
10,1,82.39,-37.05,34.95,20.39,0,0,0,none,339,32.15,0.762,0,0.68,0.0,0.893,1
2,3,96.04,-84.97,30.67,71.52,0,1,0,none,357,70.24,0.148,0,0.63,0.0,0.812,1
48,2,72.84,-56.34,17.56,52.86,1,0,0,none,332,190.91,1.884,1,0.17,0.0,0.892,1
28,2,99.0,-33.57,13.13,85.34,0,1,0,none,434,189.15,1.374,1,0.16,0.0,0.814,1
7,4,52.22,-76.61,14.29,30.19,0,0,1,link_loss,128,284.95,1.493,1,0.68,422.03,0.821,0
5,2,62.81,-41.71,12.89,68.35,0,0,0,none,352,142.98,1.702,0,0.38,0.0,0.974,0
1,4,44.21,-76.39,38.72,72.0,0,0,0,none,197,114.42,0.127,0,0.48,0.0,0.814,1
4,5,55.92,-91.05,39.56,47.78,0,0,0,none,381,35.41,0.456,1,0.57,0.0,0.958,0
39,5,42.25,-42.05,10.9,37.07,0,1,0,none,308,272.95,0.298,1,0.87,0.0,0.938,1
24,4,49.79,-94.99,25.59,71.91,0,0,0,none,400,33.32,0.832,0,0.73,0.0,0.821,0
23,2,27.9,-34.46,10.74,50.64,0,0,0,none,265,46.17,1.065,0,0.47,0.0,0.967,1
29,5,57.88,-64.21,48.18,53.5,0,1,0,none,500,74.76,1.319,1,0.6,0.0,0.851,1
41,1,77.01,-96.67,18.77,69.44,1,0,0,none,396,201.87,0.906,0,0.23,0.0,0.903,0
20,2,39.31,-49.48,12.99,84.01,0,1,0,none,287,103.45,0.828,1,0.97,0.0,0.888,1
50,5,28.62,-36.98,30.92,28.02,0,0,0,none,179,220.38,1.62,0,0.26,0.0,0.801,1
10,5,22.68,-84.75,35.91,49.52,0,0,0,none,370,96.12,0.422,1,0.79,0.0,0.892,1
5,5,96.96,-42.53,18.18,33.03,0,0,0,none,299,107.8,1.694,0,0.75,0.0,0.902,1
3,4,51.17,-63.76,43.27,66.16,0,0,0,none,424,281.18,0.756,0,0.54,0.0,0.954,1
12,3,31.84,-30.58,17.9,60.29,1,0,1,battery_low,462,267.68,0.508,1,0.78,493.71,0.836,0
43,2,25.81,-70.5,41.75,52.54,0,1,0,none,442,49.84,1.821,0,0.49,0.0,0.81,0
41,4,68.24,-97.69,10.05,25.52,1,0,0,none,328,163.93,1.189,1,0.68,0.0,0.883,1
14,1,28.0,-90.84,37.03,59.19,1,0,0,none,259,24.41,0.593,1,0.13,0.0,0.817,0
37,4,11.99,-64.88,20.99,65.41,1,1,0,none,466,294.4,1.776,1,0.46,0.0,0.873,0
15,4,24.63,-30.31,14.75,21.05,1,0,0,none,95,299.01,1.596,0,0.84,0.0,0.936,1
17,1,43.09,-58.62,30.15,65.22,1,0,0,none,110,285.88,1.752,0,0.4,0.0,0.831,1
33,1,69.9,-31.52,39.14,65.06,0,0,0,none,170,100.1,1.082,0,0.29,0.0,0.92,0
25,4,43.5,-49.55,32.19,49.6,0,0,1,link_loss,143,123.58,0.63,0,0.6,146.96,0.84,1
27,4,77.34,-44.42,48.76,60.13,0,1,0,none,72,124.44,0.383,1,0.93,0.0,0.878,1
16,4,43.31,-98.72,15.1,72.8,0,0,0,none,171,79.37,0.156,0,0.35,0.0,0.974,0
27,3,62.1,-54.7,37.48,74.35,0,0,1,sensor_fail,214,286.75,0.834,1,0.66,87.23,0.965,0
12,5,17.18,-41.41,13.16,26.39,0,0,1,sensor_fail,449,179.36,1.863,1,0.42,408.72,0.889,0
10,5,82.14,-44.58,49.11,75.07,1,1,0,none,91,178.33,1.459,0,0.77,0.0,0.827,0
43,3,96.13,-95.77,27.73,33.04,0,1,1,link_loss,82,119.09,1.246,0,0.92,441.68,0.912,0
46,1,62.51,-33.65,29.4,83.43,1,0,0,none,376,131.3,0.513,0,0.4,0.0,0.835,1
19,1,94.54,-74.2,12.16,73.41,1,0,0,none,481,160.9,0.127,0,0.32,0.0,0.82,1
26,3,12.57,-36.35,10.33,71.53,0,1,1,link_loss,469,95.67,1.059,1,0.65,471.27,0.992,0
5,1,79.3,-39.33,30.77,89.53,0,0,0,none,106,193.42,0.541,0,0.78,0.0,0.997,1
20,3,91.34,-71.31,31.0,53.4,0,0,0,none,464,170.34,1.483,0,0.65,0.0,0.941,1
16,4,77.69,-64.75,45.76,85.54,1,0,0,none,405,56.12,1.094,1,0.62,0.0,0.852,1
16,1,41.32,-49.67,40.68,49.13,0,0,0,none,509,83.56,0.52,0,0.43,0.0,0.969,1
33,2,33.89,-78.82,20.75,57.26,0,0,0,none,253,216.85,0.523,0,0.56,0.0,0.864,0
17,5,13.22,-50.69,29.68,26.6,0,0,0,none,479,288.27,0.12,1,0.71,0.0,0.929,0
47,5,23.09,-41.39,10.62,65.22,0,0,0,none,438,148.89,0.175,0,0.21,0.0,0.93,1
24,2,35.92,-35.95,44.71,45.91,0,1,1,battery_low,371,129.59,1.789,0,0.35,73.9,0.959,0
16,3,91.13,-41.63,32.14,63.13,0,0,1,link_loss,240,137.17,0.755,0,0.51,283.5,0.828,0
6,3,15.84,-46.61,27.1,63.87,1,0,0,none,427,90.12,1.793,0,0.23,0.0,0.819,0
25,1,26.88,-98.48,30.8,67.6,0,0,0,none,148,206.81,0.565,1,0.64,0.0,0.842,1
48,5,96.58,-49.4,35.78,70.98,0,0,1,link_loss,135,271.23,1.793,1,0.73,276.04,0.833,0
15,2,75.26,-32.45,20.42,21.29,0,0,0,none,384,93.29,1.074,0,0.87,0.0,0.895,1
45,4,79.58,-76.71,43.26,39.22,0,0,0,none,99,223.33,1.069,0,0.78,0.0,0.82,1
2,2,39.02,-35.17,41.72,84.57,0,0,1,sensor_fail,266,79.66,0.615,0,0.56,371.06,0.985,0
44,5,45.82,-78.29,28.05,46.89,0,1,0,none,218,31.54,1.21,0,0.64,0.0,0.96,1
15,1,77.39,-53.3,49.66,69.93,0,1,0,none,150,166.26,0.114,0,0.71,0.0,0.897,1
36,1,42.32,-96.82,43.83,83.79,1,0,1,sensor_fail,380,222.78,1.825,0,0.92,189.27,0.995,0
21,1,45.04,-34.18,27.08,58.83,0,0,0,none,372,90.91,1.916,0,0.28,0.0,0.848,1
32,1,54.22,-38.93,38.48,60.6,0,0,0,none,430,276.78,1.997,1,0.36,0.0,0.88,1
41,1,73.43,-36.64,27.38,54.17,1,0,0,none,131,76.35,0.641,1,0.52,0.0,0.863,1
26,4,76.74,-58.04,12.3,74.42,0,0,0,none,91,122.55,1.243,1,0.43,0.0,0.981,1
15,4,99.78,-65.45,17.14,55.91,1,0,0,none,73,91.18,1.738,1,0.27,0.0,0.826,1
44,5,54.74,-43.35,28.82,86.43,1,0,0,none,215,195.33,0.645,1,0.65,0.0,0.88,1
11,2,34.23,-58.66,34.41,30.78,1,0,0,none,307,102.67,0.468,1,0.44,0.0,0.831,1
6,3,34.73,-66.42,39.83,34.37,0,0,0,none,422,49.0,1.692,0,0.17,0.0,0.928,1
34,3,55.07,-68.08,23.78,68.56,1,1,1,sensor_fail,346,91.51,1.266,1,0.14,50.46,0.92,0
39,1,39.45,-79.72,20.78,30.14,0,0,0,none,484,167.07,1.951,1,0.25,0.0,0.874,1
33,3,57.16,-59.95,44.12,76.41,0,0,0,none,144,111.49,1.048,1,0.76,0.0,0.95,1
43,5,14.45,-40.59,10.4,85.6,0,0,0,none,432,85.93,0.362,1,0.25,0.0,0.906,0
40,3,81.08,-84.93,12.64,57.23,0,0,0,none,118,199.08,0.228,0,0.83,0.0,0.833,1
15,1,54.47,-56.58,31.77,71.79,1,0,0,none,101,45.09,0.34,1,0.88,0.0,0.889,1
30,5,13.88,-59.82,44.14,47.87,0,0,0,none,209,177.54,1.01,0,0.65,0.0,0.948,0
1,2,46.85,-33.28,44.62,40.76,0,0,0,none,381,55.64,1.334,0,0.44,0.0,0.942,0
31,2,20.61,-32.92,13.64,36.17,0,0,1,link_loss,268,279.99,1.222,1,0.86,183.56,0.871,1
46,3,97.88,-36.87,15.09,77.66,0,1,0,none,464,209.8,1.007,0,0.39,0.0,0.845,1
30,4,66.33,-71.36,20.16,80.18,1,0,0,none,321,35.88,1.171,0,0.95,0.0,0.867,1
32,2,47.56,-32.6,10.97,41.44,0,1,0,none,456,117.52,0.84,1,0.94,0.0,0.975,0
25,3,42.19,-79.65,34.59,83.19,1,0,0,none,277,35.56,1.029,1,0.66,0.0,0.881,1
2,4,96.35,-68.92,40.2,72.56,0,0,1,battery_low,207,167.99,0.653,1,0.52,256.46,0.997,0
39,3,38.67,-37.37,29.87,62.0,0,0,0,none,444,178.15,0.994,0,0.89,0.0,0.889,1
9,2,32.08,-50.68,13.97,83.62,0,0,0,none,106,229.6,0.931,1,0.61,0.0,0.99,1
41,3,41.76,-89.99,46.99,27.28,0,0,0,none,279,88.12,1.478,0,0.96,0.0,0.839,1
12,4,77.01,-90.67,15.32,21.57,0,0,0,none,125,184.98,1.29,1,0.7,0.0,0.823,0
27,1,94.62,-46.65,48.9,22.63,0,0,0,none,351,285.89,0.725,0,1.0,0.0,0.854,1
28,3,51.02,-87.61,35.36,45.49,1,0,0,none,408,259.84,1.016,1,0.23,0.0,0.898,0
27,4,14.0,-47.35,13.17,65.95,0,1,0,none,212,24.3,0.91,1,0.6,0.0,0.93,0
30,2,26.44,-47.46,23.56,69.69,0,0,0,none,492,90.62,0.595,1,0.21,0.0,0.99,1
32,1,54.62,-46.0,10.09,82.21,0,0,0,none,83,242.37,0.485,1,0.55,0.0,0.983,1
25,2,66.93,-83.74,45.9,80.4,0,0,0,none,231,56.6,0.429,0,0.47,0.0,0.87,1
49,2,46.97,-63.2,47.89,61.66,0,0,0,none,399,237.39,1.232,1,0.78,0.0,0.824,1
22,3,67.19,-89.09,38.89,70.54,0,0,0,none,83,56.0,1.425,1,0.12,0.0,0.985,1
19,5,15.39,-32.68,31.96,75.77,0,0,0,none,78,153.07,1.724,0,0.88,0.0,0.858,0
20,2,70.75,-31.46,38.48,54.53,1,0,0,none,476,175.9,1.447,0,0.83,0.0,0.921,1
17,4,19.73,-64.54,13.43,87.87,0,0,0,none,143,152.22,1.481,1,0.99,0.0,0.949,0
3,3,85.02,-71.64,48.48,25.7,0,0,0,none,211,163.82,1.42,0,0.36,0.0,0.964,0
45,2,85.1,-74.74,34.49,30.7,0,0,0,none,376,244.1,1.369,1,0.81,0.0,0.899,1
41,4,68.28,-34.94,16.14,32.6,0,1,0,none,178,41.48,0.302,0,0.65,0.0,0.855,1
30,2,10.91,-66.33,26.58,27.47,1,1,0,none,163,261.81,0.806,0,0.8,0.0,0.887,0
21,4,87.25,-66.35,10.12,37.0,0,1,1,sensor_fail,258,251.21,0.768,1,0.98,207.53,0.852,0
20,4,12.94,-33.79,47.03,31.39,0,1,0,none,396,166.63,1.022,0,0.9,0.0,0.833,0
38,4,27.52,-72.65,47.86,37.26,0,0,0,none,442,226.26,0.97,1,0.72,0.0,0.918,1
30,4,21.77,-60.0,20.15,76.1,0,0,0,none,312,263.72,0.783,1,0.73,0.0,0.851,1
19,1,22.41,-58.61,22.59,23.66,1,0,1,link_loss,209,119.96,1.074,1,0.96,164.15,0.975,1
29,2,12.8,-37.32,12.02,66.61,0,0,0,none,387,61.83,0.991,1,0.11,0.0,0.855,0
45,2,75.55,-44.09,47.81,62.6,0,1,0,none,250,268.41,0.593,0,0.95,0.0,0.892,1
37,1,79.55,-88.21,40.7,72.46,0,1,0,none,393,145.82,0.902,0,0.44,0.0,0.822,0
28,5,83.18,-97.66,13.64,23.44,0,0,0,none,351,120.07,1.935,1,0.5,0.0,0.959,0
19,1,76.9,-84.81,12.45,30.91,0,0,0,none,309,129.77,1.819,1,0.51,0.0,0.929,1
41,4,13.6,-76.74,28.82,42.02,1,1,0,none,126,298.0,0.237,0,0.42,0.0,0.994,0
29,3,67.07,-98.31,45.91,56.36,0,1,1,battery_low,363,265.45,1.864,1,0.78,247.69,0.949,0
21,4,13.13,-37.78,35.66,65.05,1,0,0,none,353,100.68,0.716,1,0.61,0.0,0.832,0
31,2,71.94,-30.98,40.68,85.94,0,0,0,none,368,151.4,0.759,1,0.87,0.0,0.804,1
44,2,31.56,-56.5,17.14,72.98,0,1,0,none,406,110.93,1.686,1,0.4,0.0,0.907,0
21,3,53.72,-93.98,43.73,70.26,1,0,1,battery_low,414,98.41,0.62,0,0.39,139.75,0.927,0
26,3,18.16,-53.29,21.34,64.81,0,0,0,none,484,194.32,0.458,1,0.77,0.0,0.957,0
18,4,65.89,-42.64,40.46,89.16,0,0,0,none,412,26.95,0.829,0,0.74,0.0,0.932,0
23,5,32.39,-69.74,36.72,50.06,0,0,0,none,153,158.2,1.423,0,0.37,0.0,0.968,0
23,2,36.85,-53.97,43.39,59.09,0,0,0,none,277,149.5,0.631,0,0.89,0.0,0.834,1
27,5,79.6,-66.79,24.05,45.28,1,0,0,none,308,182.3,0.102,1,0.61,0.0,0.873,1
8,5,13.06,-42.52,31.83,43.67,0,0,0,none,140,77.25,1.872,0,0.23,0.0,0.818,0
48,3,37.0,-80.28,34.17,77.17,1,0,0,none,339,269.93,1.304,0,0.15,0.0,0.923,0
22,3,62.89,-77.74,32.15,71.15,0,0,0,none,432,106.46,0.879,0,0.2,0.0,0.808,1
14,4,36.6,-33.85,49.51,53.14,1,0,0,none,359,286.44,1.895,1,0.64,0.0,0.891,1
17,2,87.45,-99.07,37.38,21.34,1,0,0,none,80,254.34,0.153,1,0.23,0.0,0.977,0
17,4,60.92,-78.11,17.13,80.14,0,0,0,none,469,221.32,1.621,0,0.2,0.0,0.888,1
37,1,26.67,-32.5,26.16,65.75,0,0,0,none,166,230.32,1.221,1,0.49,0.0,0.952,1
15,3,75.61,-70.62,49.26,44.46,1,1,0,none,361,141.58,0.357,0,0.27,0.0,0.977,1
